-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2024 in LST
Location: latitude  28.0   longitude 35.2 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 76.14 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M        MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M
2015,4,15,21.37,24.88,17.11,41.88,4.49
2015,4,16,20.77,24.05,17.22,44.3,2.15
2015,4,17,22.83,27.47,17.75,45.08,5.75
2015,4,18,24.42,29.43,18.49,41.7,4.91
2015,4,19,26.11,31.28,20.44,32.89,4.01
2015,4,20,28.07,33.89,22.18,28.8,3.14
2015,4,21,28.45,33.17,24.26,31.79,2.73
2015,4,22,26.06,30.07,22.94,42.96,2.64
2015,4,23,23.75,27.44,19.86,41.48,6.0
2015,4,24,21.38,26.38,15.81,38.74,6.83
2015,4,25,24.19,30.01,18.11,33.71,3.64
2015,4,26,25.41,30.22,20.0,32.49,2.5
2015,4,27,27.02,32.46,21.84,33.76,2.08
2015,4,28,29.23,33.95,24.82,30.07,1.47
2015,4,29,29.49,36.08,24.27,32.95,1.82
2015,4,30,29.96,35.66,24.59,32.58,3.47
2015,5,1,28.85,33.83,23.51,31.71,5.57
2015,5,2,28.16,33.17,23.71,34.95,4.48
2015,5,3,26.67,32.06,21.64,40.74,3.56
2015,5,4,26.46,31.16,21.44,38.59,3.88
2015,5,5,26.33,31.12,21.84,43.12,2.97
2015,5,6,26.24,29.72,22.96,44.28,2.16
2015,5,7,26.64,30.71,23.64,47.45,2.32
2015,5,8,26.74,30.47,23.81,47.62,2.25
2015,5,9,26.44,29.67,23.75,47.11,2.24
2015,5,10,27.99,31.93,24.17,48.42,2.53
2015,5,11,27.98,31.01,25.38,45.28,2.43
2015,5,12,27.97,31.27,24.68,48.21,2.43
2015,5,13,27.73,30.82,25.06,38.54,2.55
2015,5,14,26.13,28.73,23.61,42.73,3.17
2015,5,15,26.79,31.3,21.49,40.65,4.79
2015,5,16,28.85,34.37,22.71,33.75,4.57
2015,5,17,30.77,36.52,24.7,29.33,3.6
2015,5,18,30.66,34.56,27.96,33.61,3.3
2015,5,19,31.23,35.64,27.77,34.36,1.66
2015,5,20,31.54,37.05,27.15,33.61,2.5
2015,5,21,30.08,34.75,25.48,35.64,3.88
2015,5,22,28.32,32.7,23.69,42.15,5.72
2015,5,23,29.49,34.11,23.94,38.88,4.96
2015,5,24,31.05,36.06,25.13,34.14,4.48
2015,5,25,32.71,37.5,27.74,30.65,3.35
2015,5,26,33.39,38.5,28.72,29.62,2.38
2015,5,27,32.9,37.67,29.06,31.29,2.42
2015,5,28,31.99,35.19,29.21,34.91,1.91
2015,5,29,31.63,37.01,27.54,35.35,4.71
2015,5,30,28.91,31.87,25.53,39.16,3.27
2015,5,31,28.57,33.01,24.0,39.38,3.27
2015,6,1,28.2,32.99,23.74,45.22,4.03
2015,6,2,30.2,35.22,25.23,40.22,2.63
2015,6,3,31.52,36.01,27.06,35.34,1.96
2015,6,4,31.42,35.86,27.33,34.45,4.7
2015,6,5,28.86,33.45,23.96,40.52,4.76
2015,6,6,29.9,34.38,24.34,38.17,2.93
2015,6,7,31.91,36.56,26.31,35.64,4.68
2015,6,8,34.74,40.08,29.03,27.42,2.75
2015,6,9,34.63,39.66,29.68,29.84,2.61
2015,6,10,31.49,35.28,27.41,37.63,6.26
2015,6,11,29.7,34.25,24.68,39.42,5.44
2015,6,12,29.65,34.49,24.45,40.92,5.18
2015,6,13,29.54,34.63,24.29,42.58,5.08
2015,6,14,29.61,34.59,24.32,42.38,6.15
2015,6,15,29.99,34.56,24.42,41.13,5.34
2015,6,16,30.65,35.23,25.56,39.73,4.5
2015,6,17,30.97,35.36,25.41,38.3,4.92
2015,6,18,31.68,36.39,26.65,35.06,2.94
2015,6,19,32.25,35.91,27.74,33.82,2.79
2015,6,20,30.83,33.88,27.2,40.69,4.0
2015,6,21,29.75,33.83,25.26,44.3,4.26
2015,6,22,30.55,35.39,25.25,39.3,5.49
2015,6,23,30.28,34.92,25.23,38.79,4.89
2015,6,24,29.57,33.59,25.0,43.65,4.7
2015,6,25,28.98,33.52,24.11,42.2,3.89
2015,6,26,29.35,33.29,24.58,41.34,3.24
2015,6,27,28.84,32.52,25.61,47.98,2.73
2015,6,28,29.85,33.93,26.32,45.78,2.94
2015,6,29,29.03,33.03,25.35,45.86,2.62
2015,6,30,30.68,35.21,25.88,44.1,3.74
2015,7,1,31.18,36.54,25.89,45.27,3.71
2015,7,2,30.59,34.49,27.28,48.0,3.0
2015,7,3,31.12,35.46,26.6,43.31,3.06
2015,7,4,31.99,37.43,26.62,39.42,3.05
2015,7,5,33.49,38.43,28.7,36.52,2.55
2015,7,6,33.43,38.47,29.36,37.72,3.28
2015,7,7,32.22,36.58,28.15,41.18,3.32
2015,7,8,31.34,35.95,26.48,37.89,3.41
2015,7,9,32.32,37.7,26.76,35.32,2.72
2015,7,10,32.68,38.43,27.25,39.11,3.2
2015,7,11,32.94,37.95,27.57,39.26,5.33
2015,7,12,31.79,36.94,27.4,39.92,3.49
2015,7,13,30.64,34.53,27.21,45.71,3.04
2015,7,14,30.89,35.37,26.96,47.68,2.45
2015,7,15,31.67,35.92,27.97,43.66,2.36
2015,7,16,32.22,36.7,28.03,40.75,2.17
2015,7,17,32.44,37.03,28.2,37.77,2.31
2015,7,18,33.19,38.05,27.83,35.73,3.12
2015,7,19,33.06,37.76,28.13,35.98,3.58
2015,7,20,32.74,38.29,27.72,40.82,3.29
2015,7,21,32.16,36.61,28.13,42.99,2.69
2015,7,22,32.19,36.39,28.52,43.18,2.59
2015,7,23,33.06,37.66,28.65,41.01,2.93
2015,7,24,33.96,39.53,29.11,37.46,2.07
2015,7,25,34.91,40.39,29.57,35.66,2.54
2015,7,26,34.62,39.95,29.37,37.54,4.43
2015,7,27,34.41,39.25,29.43,38.16,4.65
2015,7,28,32.96,38.26,28.81,40.82,3.55
2015,7,29,33.28,36.91,29.56,38.28,1.93
2015,7,30,33.86,37.24,30.88,39.23,1.42
2015,7,31,35.67,40.29,31.61,34.02,1.72
2015,8,1,35.21,40.39,31.02,37.31,2.35
2015,8,2,35.55,40.24,31.59,37.41,2.01
2015,8,3,36.7,40.54,32.84,32.73,1.66
2015,8,4,36.3,41.45,31.89,36.52,2.35
2015,8,5,35.84,40.51,31.87,37.61,2.88
2015,8,6,35.09,39.66,30.92,38.14,3.73
2015,8,7,35.37,39.91,29.77,33.2,4.71
2015,8,8,36.6,41.08,31.59,31.86,4.46
2015,8,9,36.23,40.24,32.14,35.37,5.0
2015,8,10,35.43,39.8,30.97,34.08,6.06
2015,8,11,35.3,39.63,30.33,36.56,4.83
2015,8,12,34.92,38.99,30.92,39.47,3.64
2015,8,13,34.12,38.55,29.53,38.95,3.21
2015,8,14,33.83,39.23,29.35,40.61,3.34
2015,8,15,34.92,40.09,29.25,39.41,4.24
2015,8,16,34.6,40.01,30.74,39.25,3.0
2015,8,17,35.15,40.37,31.18,37.82,1.72
2015,8,18,35.82,40.2,30.93,38.17,2.25
2015,8,19,36.95,42.19,31.95,34.13,3.31
2015,8,20,36.88,41.48,32.74,36.6,6.01
2015,8,21,36.46,41.63,31.91,35.84,5.86
2015,8,22,36.13,40.83,31.79,36.64,5.14
2015,8,23,34.13,39.22,31.1,43.79,3.04
2015,8,24,34.44,38.49,30.2,42.48,3.71
2015,8,25,33.4,36.83,29.51,42.71,4.08
2015,8,26,32.73,37.29,28.89,43.18,3.48
2015,8,27,32.91,37.04,29.3,42.06,2.46
2015,8,28,33.71,38.45,29.4,41.59,3.35
2015,8,29,34.11,38.65,29.65,38.75,3.91
2015,8,30,32.72,36.51,28.89,41.46,4.44
2015,8,31,31.42,36.0,26.5,40.47,4.08
2015,9,1,31.97,36.62,27.16,40.91,3.83
2015,9,2,32.78,38.02,27.86,41.54,3.1
2015,9,3,32.91,37.82,27.97,42.31,3.12
2015,9,4,32.54,36.91,27.85,46.21,4.1
2015,9,5,32.31,36.45,28.1,47.9,3.98
2015,9,6,32.39,37.33,28.14,46.14,3.41
2015,9,7,32.58,37.76,28.03,44.18,3.0
2015,9,8,32.07,36.36,28.92,49.84,1.85
2015,9,9,32.36,37.44,29.63,46.46,1.72
2015,9,10,32.34,35.75,29.51,43.1,1.84
2015,9,11,33.6,38.13,29.66,39.63,2.25
2015,9,12,34.24,37.19,30.99,38.19,1.77
2015,9,13,34.82,38.72,31.25,37.91,2.63
2015,9,14,32.96,36.51,30.35,44.7,1.87
2015,9,15,33.38,37.59,30.37,43.43,1.5
2015,9,16,33.93,38.08,30.7,40.18,2.43
2015,9,17,33.01,37.72,29.09,41.73,3.31
2015,9,18,32.23,35.26,28.91,39.99,2.66
2015,9,19,32.9,36.65,28.99,40.17,2.62
2015,9,20,33.36,37.31,30.61,38.25,2.16
2015,9,21,31.79,35.46,28.04,40.38,4.32
2015,9,22,31.35,35.86,26.88,41.76,2.69
2015,9,23,32.55,37.72,27.37,33.16,2.2
2015,9,24,33.69,38.49,28.87,36.98,4.58
2015,9,25,33.33,37.84,29.27,38.67,5.12
2015,9,26,32.55,37.23,28.03,38.73,2.91
2015,9,27,31.82,36.07,27.48,41.82,4.05
2015,9,28,31.63,36.48,26.84,45.46,5.27
2015,9,29,31.61,36.06,26.89,45.87,6.13
2015,9,30,31.78,36.36,28.05,42.34,2.25
2015,10,1,31.81,35.7,28.33,42.73,1.7
2015,10,2,33.35,38.09,28.88,40.19,2.59
2015,10,3,33.35,37.82,29.56,42.9,3.91
2015,10,4,32.88,37.7,28.63,41.59,2.59
2015,10,5,31.86,36.9,28.82,49.48,2.81
2015,10,6,30.0,33.25,27.08,51.32,3.52
2015,10,7,28.88,32.08,25.36,45.22,3.2
2015,10,8,28.88,31.76,25.84,47.37,2.28
2015,10,9,29.43,33.49,25.8,44.1,3.17
2015,10,10,29.91,34.89,25.12,46.67,3.86
2015,10,11,29.09,32.38,26.17,48.53,2.67
2015,10,12,29.66,33.61,26.34,45.59,1.84
2015,10,13,30.67,34.82,26.58,43.8,1.93
2015,10,14,31.08,35.49,26.71,43.94,2.75
2015,10,15,31.53,36.49,26.66,42.05,2.41
2015,10,16,31.69,36.37,28.36,42.39,1.98
2015,10,17,32.21,36.62,29.27,41.89,1.77
2015,10,18,32.43,37.03,29.21,39.09,1.55
2015,10,19,30.89,34.22,28.13,49.84,1.68
2015,10,20,29.52,32.07,27.65,55.65,1.72
2015,10,21,30.16,33.59,27.66,47.8,2.08
2015,10,22,29.47,32.36,26.34,47.76,1.9
2015,10,23,29.62,32.78,27.02,45.46,1.9
2015,10,24,29.59,32.62,27.27,48.68,1.54
2015,10,25,29.84,32.2,28.1,55.93,2.79
2015,10,26,28.54,30.51,25.69,56.82,1.97
2015,10,27,26.85,29.61,24.89,55.59,3.92
2015,10,28,25.96,28.57,23.97,51.59,3.22
2015,10,29,25.12,27.65,22.6,49.3,2.77
2015,10,30,24.75,27.58,21.65,47.83,2.44
2015,10,31,26.1,29.2,22.51,43.4,2.36
2015,11,1,27.24,31.27,23.18,44.44,2.83
2015,11,2,27.45,31.23,23.95,47.99,2.65
2015,11,3,27.1,31.04,24.94,56.57,3.48
2015,11,4,26.14,29.09,24.3,61.94,2.84
2015,11,5,24.73,26.52,23.13,56.75,3.62
2015,11,6,24.56,26.78,22.6,55.4,2.29
2015,11,7,25.26,28.11,22.7,51.2,2.78
2015,11,8,25.9,29.95,22.37,52.57,5.4
2015,11,9,24.61,28.26,21.89,52.86,6.18
2015,11,10,23.19,27.46,19.67,52.24,4.52
2015,11,11,23.07,27.22,19.61,52.96,5.49
2015,11,12,23.77,27.33,19.91,44.06,3.15
2015,11,13,25.24,29.63,21.24,41.72,2.86
2015,11,14,26.39,31.41,21.75,41.68,3.37
2015,11,15,27.15,30.08,24.88,49.05,2.48
2015,11,16,25.11,26.35,22.8,67.37,1.78
2015,11,17,22.92,25.81,20.44,58.16,3.89
2015,11,18,22.59,25.62,19.36,53.66,2.25
2015,11,19,23.42,27.16,20.09,52.32,3.37
2015,11,20,23.22,27.34,19.65,49.88,4.49
2015,11,21,23.9,27.48,20.76,44.83,2.41
2015,11,22,24.53,27.51,22.79,50.52,1.72
2015,11,23,23.15,26.68,19.89,52.0,3.16
2015,11,24,21.18,25.46,17.94,56.58,5.52
2015,11,25,21.74,25.37,17.88,54.54,3.82
2015,11,26,22.77,25.82,19.52,53.87,3.04
2015,11,27,24.38,26.82,22.8,46.46,0.98
2015,11,28,25.18,29.58,21.65,48.56,1.82
2015,11,29,25.49,28.2,22.8,49.36,2.2
2015,11,30,23.76,27.66,20.78,48.78,3.73
2015,12,1,21.87,25.26,19.01,55.67,6.11
2015,12,2,21.1,25.1,17.97,53.3,5.95
2015,12,3,21.2,25.6,17.38,54.12,5.49
2015,12,4,21.06,25.14,17.96,55.65,5.85
2015,12,5,20.24,24.79,16.34,50.25,7.08
2015,12,6,16.78,21.52,13.21,40.67,7.57
2015,12,7,17.8,23.13,13.64,39.07,5.51
2015,12,8,18.87,23.5,15.08,38.01,4.79
2015,12,9,19.17,22.84,15.37,34.25,2.9
2015,12,10,19.9,24.62,16.01,40.46,4.31
2015,12,11,19.98,24.29,16.14,45.31,4.48
2015,12,12,19.45,22.72,16.4,48.89,3.01
2015,12,13,18.15,19.71,16.83,60.56,4.01
2015,12,14,18.05,21.41,15.23,59.14,4.88
2015,12,15,18.71,22.3,15.33,50.45,3.51
2015,12,16,19.16,22.26,16.07,42.18,2.25
2015,12,17,20.18,22.29,18.9,44.59,2.3
2015,12,18,18.96,20.77,17.18,50.22,1.83
2015,12,19,19.02,21.04,16.92,46.53,1.57
2015,12,20,19.19,22.97,15.73,48.85,4.16
2015,12,21,19.02,23.21,15.81,45.68,5.04
2015,12,22,18.94,23.29,14.95,48.17,4.79
2015,12,23,19.18,22.87,16.41,55.01,5.13
2015,12,24,17.97,21.62,14.86,54.69,5.32
2015,12,25,17.59,21.86,14.24,44.37,4.31
2015,12,26,18.4,22.8,14.21,39.14,2.81
2015,12,27,19.46,23.43,15.93,39.13,2.95
2015,12,28,20.12,25.04,15.39,38.2,3.69
2015,12,29,20.93,23.14,18.17,51.76,2.93
2015,12,30,18.76,22.27,15.69,54.87,4.32
2015,12,31,18.21,20.41,16.54,52.24,2.38
2016,1,1,17.24,20.27,13.78,55.19,4.33
2016,1,2,14.86,18.38,11.69,52.92,5.2
2016,1,3,16.38,20.26,11.87,47.08,2.77
2016,1,4,18.28,21.59,14.63,47.08,2.51
2016,1,5,19.56,22.96,15.89,45.87,2.06
2016,1,6,21.28,25.5,17.7,40.6,1.97
2016,1,7,21.14,24.71,18.9,53.26,3.29
2016,1,8,19.34,22.47,16.79,51.85,4.14
2016,1,9,19.04,23.03,16.2,55.8,4.38
2016,1,10,18.99,23.39,14.84,50.44,3.78
2016,1,11,20.27,24.63,16.36,44.78,2.87
2016,1,12,20.64,26.37,15.83,46.0,4.49
2016,1,13,20.64,24.68,16.95,42.36,2.52
2016,1,14,21.16,25.57,17.79,42.41,3.44
2016,1,15,19.54,24.01,15.75,55.4,4.48
2016,1,16,19.96,23.89,16.52,48.48,2.89
2016,1,17,20.6,23.74,18.29,55.22,2.82
2016,1,18,18.59,21.3,15.23,50.62,4.57
2016,1,19,16.06,18.45,13.74,49.93,3.21
2016,1,20,17.35,21.31,13.36,46.75,3.21
2016,1,21,19.57,24.09,15.75,37.44,2.77
2016,1,22,19.98,24.36,16.21,41.76,3.39
2016,1,23,17.98,21.59,15.25,56.82,4.92
2016,1,24,15.76,19.34,12.36,55.0,5.43
2016,1,25,14.42,17.65,11.73,54.55,4.6
2016,1,26,14.17,16.93,11.39,53.94,3.77
2016,1,27,13.67,15.97,10.82,52.62,3.39
2016,1,28,13.98,18.14,11.04,49.13,5.63
2016,1,29,14.26,19.54,9.68,36.84,4.74
2016,1,30,16.24,20.41,11.56,29.4,3.07
2016,1,31,17.6,22.09,13.43,33.62,3.01
2016,2,1,18.31,23.09,13.7,34.22,3.39
2016,2,2,18.71,23.84,14.71,47.26,6.85
2016,2,3,19.06,25.1,14.21,47.04,5.1
2016,2,4,19.76,24.32,14.6,34.27,2.89
2016,2,5,21.37,24.27,18.66,48.24,2.63
2016,2,6,19.61,24.11,15.9,48.3,4.96
2016,2,7,16.01,19.69,13.02,52.97,4.69
2016,2,8,16.16,19.9,11.97,50.09,3.46
2016,2,9,18.3,22.02,14.68,39.83,2.34
2016,2,10,17.81,21.19,14.82,49.05,4.9
2016,2,11,17.63,22.3,12.74,51.22,3.16
2016,2,12,20.11,24.72,15.82,40.34,2.3
2016,2,13,20.54,24.29,17.12,41.72,2.28
2016,2,14,22.45,27.43,18.79,38.68,1.74
2016,2,15,24.02,30.8,18.56,33.14,3.14
2016,2,16,24.16,30.73,18.85,35.9,4.33
2016,2,17,23.8,29.65,19.04,40.81,2.96
2016,2,18,22.57,26.82,18.48,42.62,2.74
2016,2,19,23.75,26.75,21.68,40.83,2.05
2016,2,20,23.62,28.23,20.02,46.3,2.19
2016,2,21,22.09,25.54,17.94,49.51,4.2
2016,2,22,18.1,20.94,15.79,52.52,4.04
2016,2,23,17.99,20.76,15.21,50.81,2.19
2016,2,24,20.47,24.52,16.2,43.38,2.26
2016,2,25,21.81,25.77,17.89,39.9,2.06
2016,2,26,22.35,25.81,19.91,42.19,1.95
2016,2,27,21.9,25.02,19.02,50.76,1.65
2016,2,28,23.25,29.03,17.92,42.3,3.14
2016,2,29,25.32,31.08,20.56,34.42,4.12
2016,3,1,25.16,30.04,19.84,36.15,3.22
2016,3,2,24.96,29.19,21.61,39.46,2.57
2016,3,3,23.94,27.36,20.49,55.57,2.35
2016,3,4,21.68,24.93,18.48,48.42,2.41
2016,3,5,22.35,27.11,17.94,42.63,3.52
2016,3,6,22.14,27.32,17.14,45.63,3.73
2016,3,7,22.65,27.03,18.72,42.74,2.53
2016,3,8,22.96,26.42,20.53,42.13,1.86
2016,3,9,23.28,26.27,21.28,46.91,1.81
2016,3,10,23.58,27.13,21.55,43.29,1.71
2016,3,11,24.51,28.97,20.43,40.48,3.01
2016,3,12,24.88,28.04,21.87,39.43,1.91
2016,3,13,24.46,25.67,22.88,54.67,1.55
2016,3,14,23.83,27.52,20.4,51.16,3.18
2016,3,15,21.21,24.59,18.77,41.12,3.28
2016,3,16,20.58,23.93,17.12,43.48,3.03
2016,3,17,20.46,24.52,16.16,45.65,3.38
2016,3,18,21.03,26.05,15.93,44.51,3.53
2016,3,19,21.87,25.52,18.37,47.45,2.74
2016,3,20,23.23,27.32,19.28,46.16,3.07
2016,3,21,20.64,25.4,16.37,46.14,5.29
2016,3,22,20.93,26.32,15.49,44.83,5.35
2016,3,23,22.69,27.16,17.46,38.53,3.47
2016,3,24,25.48,28.4,21.63,32.22,1.72
2016,3,25,25.37,28.62,23.16,49.11,2.24
2016,3,26,25.92,28.67,23.35,61.04,4.09
2016,3,27,24.56,28.17,21.29,52.12,4.48
2016,3,28,21.71,26.29,17.74,46.03,5.45
2016,3,29,20.78,25.65,15.98,45.99,6.32
2016,3,30,22.17,27.56,16.64,43.53,5.9
2016,3,31,23.72,29.34,17.87,40.09,5.88
2016,4,1,24.36,30.05,17.95,35.64,3.61
2016,4,2,24.1,27.63,19.75,34.75,3.08
2016,4,3,25.71,30.26,22.56,35.73,1.66
2016,4,4,24.41,28.65,20.57,43.44,2.22
2016,4,5,24.63,28.04,21.26,45.65,2.21
2016,4,6,24.96,27.69,23.22,49.41,2.0
2016,4,7,26.22,31.42,21.46,37.98,2.51
2016,4,8,27.51,33.61,22.1,32.99,2.06
2016,4,9,27.82,31.26,25.14,36.23,1.59
2016,4,10,26.97,31.92,24.2,48.32,2.39
2016,4,11,26.31,31.46,23.26,53.43,2.77
2016,4,12,24.15,27.48,20.57,46.1,3.9
2016,4,13,22.72,25.77,19.4,48.98,3.81
2016,4,14,22.56,26.12,18.7,48.36,4.23
2016,4,15,24.13,28.69,19.46,46.54,2.45
2016,4,16,26.35,31.48,21.19,37.99,2.28
2016,4,17,28.16,32.92,23.41,32.97,2.79
2016,4,18,28.87,34.66,23.16,30.57,3.55
2016,4,19,27.2,31.94,23.34,40.77,3.47
2016,4,20,28.51,32.8,24.11,33.06,2.96
2016,4,21,29.28,33.26,25.1,34.71,1.76
2016,4,22,28.9,33.1,24.98,36.86,2.06
2016,4,23,29.81,34.91,25.8,36.01,1.88
2016,4,24,28.06,31.26,25.77,49.05,1.84
2016,4,25,28.63,31.61,25.97,50.22,2.07
2016,4,26,29.24,32.62,25.89,42.94,2.45
2016,4,27,29.51,32.29,26.1,47.97,2.86
2016,4,28,27.2,32.35,22.67,38.02,7.54
2016,4,29,27.1,31.99,21.62,38.03,5.39
2016,4,30,27.5,31.86,22.38,38.96,2.95
2016,5,1,27.79,30.73,25.67,47.83,2.05
2016,5,2,28.5,32.46,25.4,46.13,1.69
2016,5,3,29.41,32.58,26.27,42.65,1.84
2016,5,4,29.99,33.82,27.12,41.76,2.95
