-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2024 in LST
Location: latitude  27.35   longitude 35.7 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 155.2 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M        MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M
2015,4,15,21.21,24.12,18.85,40.78,3.31
2015,4,16,20.51,23.78,17.31,41.14,3.19
2015,4,17,23.0,28.56,16.24,39.37,4.87
2015,4,18,24.79,30.77,17.46,34.81,4.33
2015,4,19,26.52,31.73,21.3,27.95,3.66
2015,4,20,28.53,34.49,23.13,25.93,3.52
2015,4,21,28.28,33.59,23.46,27.43,2.91
2015,4,22,27.24,30.67,23.13,32.01,2.07
2015,4,23,24.94,28.59,20.53,35.28,4.78
2015,4,24,22.66,28.74,16.39,30.87,4.42
2015,4,25,24.04,29.4,18.36,31.84,4.19
2015,4,26,25.76,31.09,20.4,29.71,2.92
2015,4,27,28.75,33.35,21.62,21.71,2.4
2015,4,28,30.16,35.58,24.41,23.91,2.18
2015,4,29,31.11,35.48,24.72,20.53,1.68
2015,4,30,30.33,35.35,25.12,30.86,2.36
2015,5,1,29.7,36.42,23.22,27.89,4.24
2015,5,2,28.62,34.68,23.57,33.14,4.14
2015,5,3,26.35,31.02,20.85,35.91,2.87
2015,5,4,26.38,30.89,22.08,36.62,2.58
2015,5,5,26.61,31.02,21.62,38.61,2.75
2015,5,6,27.29,29.89,23.41,35.51,1.67
2015,5,7,27.54,30.88,23.87,41.63,1.52
2015,5,8,28.07,30.99,24.96,34.01,2.0
2015,5,9,27.46,30.99,23.27,36.83,2.17
2015,5,10,28.31,31.34,24.49,36.55,2.35
2015,5,11,29.33,32.91,25.08,34.2,2.83
2015,5,12,28.36,31.05,25.28,43.64,2.49
2015,5,13,27.99,31.2,24.68,33.09,2.53
2015,5,14,25.42,27.43,22.94,44.86,2.55
2015,5,15,27.08,32.37,20.65,37.25,3.91
2015,5,16,30.12,36.45,23.71,24.92,5.01
2015,5,17,31.04,37.45,25.38,26.3,4.51
2015,5,18,31.9,35.37,28.29,27.44,3.28
2015,5,19,33.34,37.61,28.76,23.3,1.65
2015,5,20,32.58,36.0,29.12,24.46,2.0
2015,5,21,29.81,34.14,25.03,34.95,2.56
2015,5,22,28.19,32.61,23.35,43.71,3.77
2015,5,23,30.12,35.05,23.26,32.29,4.29
2015,5,24,31.98,37.71,24.91,26.98,4.25
2015,5,25,33.48,38.44,27.75,25.15,4.62
2015,5,26,33.88,39.51,29.31,25.92,3.61
2015,5,27,35.28,39.17,29.06,22.36,2.61
2015,5,28,34.95,39.34,30.15,24.29,2.04
2015,5,29,31.89,36.26,28.76,33.89,3.68
2015,5,30,28.96,32.41,24.9,34.68,3.54
2015,5,31,28.77,34.04,24.39,36.06,3.88
2015,6,1,28.52,32.33,25.38,35.54,2.79
2015,6,2,30.56,35.18,25.25,32.64,2.51
2015,6,3,32.61,37.0,27.39,29.03,2.42
2015,6,4,31.72,36.97,26.92,33.87,3.34
2015,6,5,29.26,34.05,24.9,37.37,3.57
2015,6,6,29.74,34.23,23.72,35.91,3.58
2015,6,7,33.27,39.98,25.65,27.94,4.31
2015,6,8,35.33,42.76,28.74,24.11,3.94
2015,6,9,34.74,40.46,29.55,26.13,2.59
2015,6,10,33.19,39.37,28.35,33.51,3.77
2015,6,11,30.42,35.5,25.54,35.25,4.17
2015,6,12,29.84,35.62,24.25,39.27,3.84
2015,6,13,29.58,34.71,25.07,43.05,3.29
2015,6,14,29.64,34.11,24.79,42.39,3.55
2015,6,15,29.99,34.63,24.36,39.81,3.48
2015,6,16,30.7,35.85,25.09,38.06,3.5
2015,6,17,31.34,36.03,25.46,34.74,3.77
2015,6,18,31.65,36.49,26.1,33.23,3.48
2015,6,19,32.75,38.06,26.82,28.62,3.09
2015,6,20,31.2,34.66,28.19,36.49,3.18
2015,6,21,29.91,33.97,25.28,41.79,3.75
2015,6,22,31.11,36.2,25.39,36.05,3.99
2015,6,23,30.51,35.39,25.58,37.08,3.63
2015,6,24,29.01,32.89,24.62,42.69,3.11
2015,6,25,28.59,32.46,24.56,43.04,3.02
2015,6,26,28.57,32.46,23.86,43.05,2.97
2015,6,27,29.69,32.96,25.53,41.23,2.26
2015,6,28,29.69,32.97,25.93,41.15,2.64
2015,6,29,29.52,32.94,26.35,37.2,2.38
2015,6,30,30.27,35.0,25.9,43.04,2.92
2015,7,1,31.08,36.94,26.05,39.65,2.67
2015,7,2,30.93,34.42,27.84,43.44,2.05
2015,7,3,31.79,36.57,27.97,37.92,2.36
2015,7,4,32.59,36.94,27.86,32.93,2.57
2015,7,5,34.57,38.95,30.16,29.6,2.36
2015,7,6,33.95,37.82,29.67,33.18,2.36
2015,7,7,31.13,35.25,26.75,47.86,2.38
2015,7,8,30.63,35.13,26.45,44.5,2.9
2015,7,9,31.6,36.68,25.84,35.44,2.83
2015,7,10,31.92,36.41,27.89,39.61,2.44
2015,7,11,31.92,36.53,27.6,45.41,3.42
2015,7,12,32.08,35.79,28.8,37.78,2.47
2015,7,13,31.12,34.68,27.35,37.03,2.37
2015,7,14,30.88,34.51,26.54,41.35,2.09
2015,7,15,32.14,35.44,28.63,39.62,2.0
2015,7,16,32.77,36.28,28.81,35.29,2.06
2015,7,17,32.68,36.69,28.51,34.82,2.44
2015,7,18,32.7,37.25,27.75,35.65,3.43
2015,7,19,32.53,37.32,27.57,36.42,3.3
2015,7,20,31.96,35.8,27.61,39.41,2.52
2015,7,21,31.41,34.95,27.26,45.16,2.38
2015,7,22,31.45,35.6,27.21,46.0,2.18
2015,7,23,32.29,36.05,27.7,44.01,2.2
2015,7,24,34.1,38.02,30.54,31.4,2.1
2015,7,25,34.84,39.22,30.96,32.46,2.16
2015,7,26,34.07,39.52,29.22,38.42,3.03
2015,7,27,33.61,38.97,29.36,42.36,3.32
2015,7,28,33.52,37.41,29.73,35.79,2.06
2015,7,29,34.48,38.02,29.29,29.45,2.09
2015,7,30,35.59,38.34,32.02,28.39,1.73
2015,7,31,36.32,40.38,32.38,30.68,1.81
2015,8,1,35.76,39.89,30.94,30.97,2.31
2015,8,2,38.05,42.37,33.57,23.26,1.64
2015,8,3,37.91,42.44,33.78,25.88,2.18
2015,8,4,36.97,40.83,32.39,29.2,2.09
2015,8,5,35.99,39.31,32.39,34.44,2.12
2015,8,6,34.3,39.07,30.61,39.68,2.99
2015,8,7,35.97,41.52,29.37,27.53,3.98
2015,8,8,37.24,42.67,30.79,25.68,4.65
2015,8,9,37.59,43.87,32.31,26.54,4.66
2015,8,10,37.07,42.61,30.99,26.96,5.18
2015,8,11,36.6,42.33,29.99,29.3,4.56
2015,8,12,35.18,40.04,31.33,37.4,4.49
2015,8,13,34.21,38.86,29.9,37.76,3.11
2015,8,14,34.0,38.02,29.74,35.67,2.53
2015,8,15,34.47,39.37,29.57,37.57,2.7
2015,8,16,35.64,39.38,31.33,33.68,2.52
2015,8,17,36.82,40.26,32.79,29.26,1.61
2015,8,18,36.9,40.96,32.41,30.13,1.88
2015,8,19,37.66,43.42,33.29,29.63,2.52
2015,8,20,38.41,45.0,33.23,29.69,3.69
2015,8,21,36.91,43.58,32.46,33.78,3.41
2015,8,22,36.66,43.18,32.37,35.58,3.34
2015,8,23,34.5,38.35,31.45,41.98,2.15
2015,8,24,34.16,38.44,30.39,43.29,2.47
2015,8,25,33.29,38.29,29.28,41.47,3.01
2015,8,26,32.85,36.98,29.26,39.05,2.51
2015,8,27,32.96,37.27,28.98,42.69,2.15
2015,8,28,33.79,37.94,30.4,37.89,2.89
2015,8,29,34.43,39.45,29.99,36.62,3.34
2015,8,30,32.91,36.55,29.88,39.32,2.85
2015,8,31,31.54,36.53,26.74,39.43,3.77
2015,9,1,31.65,37.71,26.39,40.54,4.06
2015,9,2,31.98,37.51,26.84,40.06,2.81
2015,9,3,31.88,36.35,28.33,44.45,2.49
2015,9,4,31.76,36.38,28.0,49.06,2.57
2015,9,5,32.16,37.03,28.62,47.73,2.77
2015,9,6,32.11,37.39,28.01,44.68,2.69
2015,9,7,32.29,37.47,27.7,40.51,2.38
2015,9,8,33.24,37.05,28.99,35.49,1.53
2015,9,9,33.75,37.19,30.77,31.81,1.51
2015,9,10,33.29,36.08,30.22,37.45,1.77
2015,9,11,35.18,39.07,30.23,31.94,2.37
2015,9,12,34.54,38.59,31.09,37.17,2.26
2015,9,13,35.64,41.05,31.35,34.22,2.51
2015,9,14,34.42,37.4,31.66,36.81,1.75
2015,9,15,34.63,38.14,31.44,33.11,1.75
2015,9,16,34.31,38.81,30.95,37.11,2.84
2015,9,17,33.96,37.91,30.98,35.93,2.33
2015,9,18,33.69,37.27,30.79,31.98,2.11
2015,9,19,33.76,37.49,30.93,34.8,2.59
2015,9,20,33.74,37.57,30.93,32.27,2.17
2015,9,21,32.14,36.54,28.09,38.29,3.58
2015,9,22,31.19,36.34,25.98,36.92,3.56
2015,9,23,32.48,38.35,26.39,30.16,3.43
2015,9,24,34.21,40.05,28.15,28.02,3.87
2015,9,25,33.89,39.76,28.14,32.38,4.38
2015,9,26,32.76,38.19,27.84,33.87,4.13
2015,9,27,31.91,37.72,27.02,39.52,3.8
2015,9,28,31.47,38.34,26.13,46.12,3.6
2015,9,29,32.54,38.12,26.52,39.22,3.86
2015,9,30,32.41,36.88,28.1,37.34,2.94
2015,10,1,33.12,36.59,29.41,32.64,1.87
2015,10,2,33.81,38.84,30.17,35.15,2.12
2015,10,3,33.52,39.21,28.97,34.95,2.47
2015,10,4,33.04,37.23,30.39,37.97,1.74
2015,10,5,31.85,36.02,28.57,44.92,1.92
2015,10,6,29.47,33.0,27.17,55.32,2.88
2015,10,7,28.59,31.99,25.42,45.16,2.58
2015,10,8,29.01,32.21,26.34,43.91,2.28
2015,10,9,29.49,34.46,25.12,41.68,3.7
2015,10,10,29.36,34.43,23.54,43.52,3.34
2015,10,11,30.14,33.82,26.38,40.83,2.14
2015,10,12,30.77,34.49,26.81,33.55,2.05
2015,10,13,31.11,36.05,26.41,37.22,2.55
2015,10,14,31.41,35.92,26.96,38.35,2.86
2015,10,15,32.54,36.57,27.99,33.72,2.2
2015,10,16,33.15,37.69,28.74,32.56,2.02
2015,10,17,33.73,37.82,29.55,30.48,1.86
2015,10,18,33.99,37.98,29.95,29.42,1.63
2015,10,19,32.1,35.17,28.29,38.25,1.48
2015,10,20,30.64,34.16,27.44,45.82,1.96
2015,10,21,30.59,34.3,27.87,44.07,2.07
2015,10,22,30.23,33.22,27.31,43.05,1.87
2015,10,23,30.42,34.23,26.92,36.65,2.25
2015,10,24,30.5,34.01,27.63,39.69,1.67
2015,10,25,30.62,33.73,27.66,48.49,3.52
2015,10,26,28.68,30.68,25.66,60.14,2.64
2015,10,27,27.02,29.59,25.52,53.0,2.62
2015,10,28,26.48,28.84,24.58,46.87,2.47
2015,10,29,25.11,27.57,23.36,46.44,2.25
2015,10,30,24.34,27.78,20.82,47.78,2.97
2015,10,31,25.34,28.84,22.24,44.03,2.45
2015,11,1,27.0,31.15,22.74,41.58,2.65
2015,11,2,27.74,31.9,23.99,43.04,2.69
2015,11,3,27.19,31.08,24.11,50.66,3.14
2015,11,4,26.35,30.01,24.14,55.93,2.25
2015,11,5,24.57,26.69,23.17,56.68,3.1
2015,11,6,24.2,26.66,21.84,58.14,2.82
2015,11,7,25.2,28.55,22.47,47.78,2.82
2015,11,8,25.98,30.96,20.63,43.47,4.3
2015,11,9,24.72,28.94,21.16,44.94,5.3
2015,11,10,23.09,27.44,18.91,49.03,3.89
2015,11,11,23.32,27.76,19.09,46.69,4.27
2015,11,12,23.53,27.43,19.52,45.96,3.47
2015,11,13,25.42,30.12,21.55,36.78,2.73
2015,11,14,26.92,31.96,21.92,37.48,2.66
2015,11,15,28.09,31.59,25.47,44.34,2.72
2015,11,16,25.18,27.35,22.89,72.96,3.03
2015,11,17,23.04,25.58,20.04,56.67,3.47
2015,11,18,22.07,26.11,18.42,52.77,2.65
2015,11,19,22.89,26.88,19.98,48.86,2.73
2015,11,20,23.09,27.95,18.89,46.08,4.0
2015,11,21,23.82,28.18,20.26,50.12,2.65
2015,11,22,24.71,27.4,22.22,55.12,1.7
2015,11,23,22.65,26.71,18.99,54.65,3.32
2015,11,24,21.06,26.4,17.04,53.89,5.5
2015,11,25,21.54,26.04,16.85,52.19,4.33
2015,11,26,22.43,26.02,18.75,51.87,3.41
2015,11,27,24.23,27.3,22.48,49.29,1.37
2015,11,28,24.67,29.25,20.67,47.64,2.16
2015,11,29,25.61,28.69,23.0,49.02,1.74
2015,11,30,23.83,27.1,21.13,50.07,2.54
2015,12,1,21.85,26.65,17.87,51.83,4.49
2015,12,2,21.04,26.14,16.94,51.8,4.69
2015,12,3,20.83,25.29,17.34,49.6,3.98
2015,12,4,21.14,25.99,17.1,51.41,4.29
2015,12,5,20.75,25.33,16.57,44.16,4.52
2015,12,6,16.17,21.51,12.16,35.48,8.84
2015,12,7,17.74,24.32,13.01,29.86,6.04
2015,12,8,18.6,23.31,14.35,30.99,3.67
2015,12,9,19.01,22.73,15.5,29.86,2.19
2015,12,10,20.74,23.47,18.58,29.59,1.86
2015,12,11,20.12,24.1,15.91,33.4,2.79
2015,12,12,19.39,22.54,17.26,44.18,2.54
2015,12,13,18.12,19.77,16.85,61.48,4.5
2015,12,14,17.97,21.17,14.97,55.22,3.58
2015,12,15,18.19,23.08,14.13,46.37,3.94
2015,12,16,18.82,22.27,15.52,39.31,2.25
2015,12,17,19.22,21.56,17.35,51.0,2.91
2015,12,18,18.9,21.48,17.36,49.83,1.91
2015,12,19,18.5,21.46,16.22,50.08,2.11
2015,12,20,18.91,23.4,14.64,41.93,3.13
2015,12,21,18.79,23.98,14.64,40.59,4.41
2015,12,22,18.79,23.38,14.31,45.56,3.78
2015,12,23,19.07,22.55,16.02,52.05,3.13
2015,12,24,17.24,21.76,13.62,48.25,4.79
2015,12,25,17.1,22.1,13.53,40.02,4.46
2015,12,26,18.16,23.71,13.06,34.12,2.62
2015,12,27,18.89,23.48,15.66,35.69,2.91
2015,12,28,20.47,25.23,15.23,33.11,2.67
2015,12,29,21.2,23.87,19.2,54.53,2.86
2015,12,30,18.71,21.91,15.86,48.49,4.32
2015,12,31,17.5,20.44,15.65,55.57,2.66
2016,1,1,17.11,19.78,13.81,55.78,4.64
2016,1,2,14.84,18.93,10.94,43.96,3.48
2016,1,3,15.81,19.66,11.71,41.13,2.59
2016,1,4,18.14,21.88,14.6,37.62,2.73
2016,1,5,19.42,23.58,15.32,44.15,2.27
2016,1,6,21.04,25.46,17.32,36.17,1.94
2016,1,7,21.56,25.05,19.04,43.07,2.49
2016,1,8,19.08,21.88,16.81,53.02,4.37
2016,1,9,18.79,23.11,15.35,51.95,3.87
2016,1,10,18.75,23.39,14.04,47.6,3.72
2016,1,11,20.3,24.83,16.73,38.52,2.59
2016,1,12,20.19,27.43,14.01,41.29,4.9
2016,1,13,20.76,24.86,16.4,39.85,2.23
2016,1,14,21.46,25.62,18.23,38.24,2.25
2016,1,15,19.77,25.08,14.37,46.24,3.76
2016,1,16,20.26,24.11,16.3,39.86,2.4
2016,1,17,20.87,24.46,18.14,45.26,2.46
2016,1,18,18.64,21.06,15.33,54.03,4.11
2016,1,19,15.63,18.3,13.54,51.15,3.61
2016,1,20,17.09,22.21,12.42,42.65,3.42
2016,1,21,20.01,23.08,16.92,30.26,1.83
2016,1,22,20.67,23.76,18.62,33.81,1.97
2016,1,23,18.84,22.3,16.09,49.05,2.67
2016,1,24,15.66,18.86,12.41,51.37,4.36
2016,1,25,14.06,17.0,11.22,53.01,4.62
2016,1,26,13.73,16.9,10.4,52.97,4.13
2016,1,27,13.26,15.7,10.13,51.35,3.48
2016,1,28,13.59,18.45,9.94,44.24,5.63
2016,1,29,14.16,20.3,8.92,29.1,3.89
2016,1,30,15.09,19.42,10.52,28.8,3.08
2016,1,31,17.72,21.02,14.7,25.82,1.96
2016,2,1,17.86,22.59,13.01,31.5,2.83
2016,2,2,19.0,25.47,13.39,30.3,4.03
2016,2,3,19.15,26.69,12.23,34.14,4.92
2016,2,4,19.53,25.76,12.8,34.13,3.0
2016,2,5,21.26,24.98,18.04,46.97,3.54
2016,2,6,19.75,23.45,16.23,49.29,4.68
2016,2,7,15.69,18.06,13.1,52.95,4.83
2016,2,8,15.96,20.94,10.72,44.38,3.3
2016,2,9,17.99,22.34,14.43,39.6,2.43
2016,2,10,18.32,21.49,14.23,46.63,4.15
2016,2,11,17.63,23.45,12.15,44.45,3.83
2016,2,12,19.63,24.57,15.61,37.15,2.85
2016,2,13,21.24,25.06,17.96,31.65,2.2
2016,2,14,22.16,27.63,18.06,32.45,2.13
2016,2,15,24.3,31.5,18.62,26.87,2.87
2016,2,16,24.81,32.44,18.38,28.23,4.62
2016,2,17,24.18,31.07,18.37,35.29,3.17
2016,2,18,22.8,27.87,18.11,35.95,3.51
2016,2,19,24.76,28.76,21.38,30.18,1.89
2016,2,20,24.55,28.61,21.52,35.84,1.58
2016,2,21,21.52,25.01,18.37,56.37,4.51
2016,2,22,17.76,19.89,15.66,52.55,4.59
2016,2,23,17.87,20.98,14.8,49.02,2.45
2016,2,24,20.33,24.92,16.66,37.91,2.6
2016,2,25,22.67,27.09,18.96,32.9,1.88
2016,2,26,22.98,26.67,20.01,33.63,1.98
2016,2,27,22.06,26.06,18.52,43.64,2.19
2016,2,28,23.2,30.51,16.59,38.23,3.8
2016,2,29,25.41,32.32,19.94,31.64,4.17
2016,3,1,25.65,31.08,21.11,32.01,3.22
2016,3,2,26.37,31.0,22.91,31.56,2.67
2016,3,3,23.67,27.11,20.35,58.57,3.14
2016,3,4,21.46,24.77,19.01,51.73,2.36
2016,3,5,22.0,27.5,16.45,40.18,4.16
2016,3,6,22.41,28.73,16.47,43.06,4.25
2016,3,7,23.13,27.39,18.94,39.19,2.01
2016,3,8,23.61,27.39,20.13,40.39,1.6
2016,3,9,23.83,27.72,20.84,37.17,2.24
2016,3,10,23.66,27.91,20.44,40.61,2.26
2016,3,11,24.82,28.69,20.94,40.86,2.28
2016,3,12,25.48,27.59,22.33,42.41,2.42
2016,3,13,26.0,28.55,23.34,43.29,1.52
2016,3,14,23.91,26.92,20.58,50.4,2.49
2016,3,15,20.71,23.27,18.45,43.13,3.23
2016,3,16,20.43,23.62,18.02,41.45,2.98
2016,3,17,20.17,24.64,15.38,42.79,3.91
2016,3,18,21.09,26.62,15.24,43.95,4.06
2016,3,19,23.13,27.34,19.05,36.76,2.61
2016,3,20,22.44,26.46,19.29,48.97,3.31
2016,3,21,20.57,25.21,15.59,43.41,5.07
2016,3,22,21.16,27.38,14.55,37.82,4.5
2016,3,23,22.79,28.45,16.78,34.26,3.93
2016,3,24,26.07,30.61,21.2,30.5,2.6
2016,3,25,26.67,30.16,23.15,43.46,3.26
2016,3,26,26.25,28.84,24.01,64.3,3.56
2016,3,27,24.2,27.28,20.99,59.82,3.28
2016,3,28,21.51,25.09,17.66,49.65,4.61
2016,3,29,21.27,26.88,15.87,40.79,4.63
2016,3,30,22.27,28.04,15.61,41.27,4.55
2016,3,31,24.53,31.29,17.58,32.31,4.49
2016,4,1,24.27,30.46,17.87,31.63,4.24
2016,4,2,24.42,29.08,18.98,33.38,3.43
2016,4,3,26.74,29.99,23.48,27.45,1.55
2016,4,4,25.83,29.52,22.11,28.24,1.89
2016,4,5,25.73,30.18,21.52,32.65,2.44
2016,4,6,25.37,28.98,21.68,41.51,2.57
2016,4,7,26.03,31.12,21.35,33.77,3.38
2016,4,8,28.26,34.22,21.19,26.89,3.06
2016,4,9,30.16,34.69,25.58,24.39,2.19
2016,4,10,28.99,34.24,24.68,35.05,2.28
2016,4,11,25.58,31.15,22.21,61.57,2.24
2016,4,12,23.91,26.94,21.66,47.52,4.13
2016,4,13,22.24,24.71,19.63,47.27,4.29
2016,4,14,22.2,25.8,18.23,46.37,4.32
2016,4,15,23.99,28.81,18.83,42.31,3.29
2016,4,16,26.43,31.67,20.8,31.05,2.96
2016,4,17,28.28,34.55,23.36,28.33,3.38
2016,4,18,28.75,33.66,23.75,27.87,3.45
2016,4,19,28.53,33.2,23.87,33.59,4.14
2016,4,20,29.18,33.81,24.17,31.4,3.46
2016,4,21,30.08,34.01,25.85,28.81,2.56
2016,4,22,29.77,33.87,24.09,29.33,2.67
2016,4,23,31.04,36.09,25.94,28.19,2.2
2016,4,24,29.75,33.26,26.32,36.62,2.06
2016,4,25,30.99,34.01,27.49,33.4,1.88
2016,4,26,30.79,34.12,26.41,34.37,2.64
2016,4,27,30.25,33.08,27.08,47.21,2.68
2016,4,28,29.06,33.21,24.25,35.26,3.92
2016,4,29,27.97,32.84,22.25,33.41,4.28
2016,4,30,29.23,32.82,23.74,32.54,3.03
2016,5,1,29.7,32.71,26.6,36.08,1.71
2016,5,2,30.2,33.6,26.31,32.03,1.75
2016,5,3,31.7,35.27,26.72,28.07,2.03
2016,5,4,31.17,35.01,28.22,35.73,2.87
